case;event;time;Owner First Name;Involved ST Function Div;Involved Org line 3
2268;1;02.05.2012-11:52:24;686;9;0
2268;0;02.05.2012-13:03:02;192;9;0
2268;0;02.05.2012-13:03:48;192;9;0
2268;0;02.05.2012-13:07:23;192;9;0
2268;3;02.05.2012-13:10:03;192;9;0
2268;0;02.05.2012-13:33:09;700;9;0
2268;1;02.05.2012-13:34:36;700;14;3
2268;0;02.05.2012-13:52:16;38;14;3
2268;1;02.05.2012-14:05:37;38;8;1
2268;0;02.05.2012-14:37:09;97;8;1
2268;0;02.05.2012-14:45:48;267;14;3
2268;2;02.05.2012-15:06:02;267;14;3
2268;4;02.05.2012-23:06:28;5;14;3
2269;0;30.04.2012-12:59:07;408;2;1
2269;0;30.04.2012-13:03:37;408;2;1
2269;1;30.04.2012-13:05:56;408;2;1
2269;0;30.04.2012-13:52:13;938;2;1
2269;3;30.04.2012-13:52:20;938;2;1
2269;0;30.04.2012-15:23:12;481;2;1
2269;5;30.04.2012-15:24:52;481;2;1
2269;5;30.04.2012-21:37:07;481;2;1
2269;2;01.05.2012-18:07:51;481;2;1
2269;4;01.05.2012-23:03:54;5;2;1
2270;0;30.04.2012-12:05:12;639;12;0
2270;0;30.04.2012-12:05:52;639;12;0
2270;1;30.04.2012-12:06:01;639;12;0
2270;0;30.04.2012-12:10:56;570;12;0
2270;5;01.05.2012-09:39:10;570;12;0
2270;0;14.05.2012-07:58:57;570;12;0
2270;2;14.05.2012-07:58:58;570;12;0
2270;4;21.05.2012-23:23:57;5;12;0
2271;0;30.04.2012-12:12:38;639;12;0
2271;0;30.04.2012-12:15:13;639;12;0
2271;1;30.04.2012-12:15:19;639;12;0
2271;0;30.04.2012-12:17:34;292;12;0
2271;5;30.04.2012-12:20:13;292;12;0
2271;2;04.05.2012-14:03:15;292;12;0
2271;4;11.05.2012-23:18:23;5;12;0
2272;0;30.04.2012-12:17:26;639;12;0
2272;0;30.04.2012-12:17:57;639;12;0
2272;1;30.04.2012-12:18:08;639;12;0
2272;0;30.04.2012-12:28:36;570;12;0
2272;5;30.04.2012-12:30:33;570;12;0
2272;0;14.05.2012-10:36:19;570;12;0
2272;2;14.05.2012-10:37:22;570;12;0
2272;4;21.05.2012-23:23:57;5;12;0
2273;0;30.04.2012-12:12:54;124;5;1
2273;0;30.04.2012-12:13:13;124;5;1
2273;1;30.04.2012-12:21:18;124;5;0
2273;0;30.04.2012-12:34:34;83;5;0
2273;1;30.04.2012-12:42:35;83;5;1
2273;0;30.04.2012-12:51:37;124;5;1
2273;5;30.04.2012-12:51:48;124;5;1
2273;2;02.05.2012-09:54:16;124;5;1
2273;4;02.05.2012-23:06:27;5;5;1
2274;0;30.04.2012-12:04:51;526;5;3
2274;0;30.04.2012-12:05:51;526;5;3
2274;1;30.04.2012-12:12:29;526;6;3
2274;0;30.04.2012-14:14:17;527;6;3
2274;1;03.05.2012-11:20:30;635;5;3
2274;0;03.05.2012-12:47:36;681;5;3
2274;7;03.05.2012-12:55:12;681;5;3
2274;2;03.05.2012-12:55:18;681;5;3
2274;4;03.05.2012-23:08:34;5;5;3
2275;0;30.04.2012-13:05:10;30;0;0
2275;0;30.04.2012-13:05:42;30;0;0
2275;2;02.05.2012-15:17:49;66;0;0
2275;4;09.05.2012-23:16:19;5;0;0
2276;0;30.04.2012-12:42:25;94;2;1
2276;0;30.04.2012-12:43:26;94;2;1
2276;1;30.04.2012-12:48:58;94;6;1
2276;0;30.04.2012-12:49:02;94;6;1
2276;8;30.04.2012-12:49:11;94;6;1
2276;2;01.05.2012-20:03:00;94;6;1
2276;4;08.05.2012-23:13:12;5;6;1
2277;0;30.04.2012-12:56:08;86;2;1
2277;0;30.04.2012-12:56:38;86;2;1
2277;1;30.04.2012-13:00:52;86;2;1
2277;0;02.05.2012-12:21:38;86;2;1
2277;1;02.05.2012-12:28:21;86;2;1
2277;0;03.05.2012-12:10:00;138;2;1
2277;2;03.05.2012-12:12:39;138;2;1
2277;4;10.05.2012-23:22:06;5;2;1
2278;0;30.04.2012-13:28:30;86;2;1
2278;0;30.04.2012-13:34:18;86;2;1
2278;1;30.04.2012-13:37:51;86;2;1
2278;0;02.05.2012-05:13:06;834;2;1
2278;7;02.05.2012-05:13:20;834;2;1
2278;1;02.05.2012-10:02:01;834;2;1
2278;0;02.05.2012-10:16:01;713;2;1
2278;2;02.05.2012-12:30:49;713;2;1
2278;4;02.05.2012-23:06:20;5;2;1
2279;0;30.04.2012-13:10:03;50;2;1
2279;0;30.04.2012-13:11:30;50;2;1
2279;1;30.04.2012-13:18:58;50;2;1
2279;0;30.04.2012-13:49:43;938;2;1
2279;3;30.04.2012-13:49:51;938;2;1
2279;0;30.04.2012-13:51:48;938;2;1
2279;3;30.04.2012-13:51:52;938;2;1
2279;0;30.04.2012-14:35:27;844;2;1
2279;5;30.04.2012-14:35:42;844;2;1
2279;2;01.05.2012-18:59:27;844;2;1
2279;4;01.05.2012-23:03:52;5;2;1
2280;0;30.04.2012-13:10:15;521;2;1
2280;0;30.04.2012-13:12:05;521;2;1
2280;1;30.04.2012-13:13:41;521;0;0
2280;0;02.05.2012-08:03:39;1170;0;0
2280;2;02.05.2012-08:04:09;1170;0;0
2280;4;09.05.2012-23:16:18;5;0;0
2281;0;30.04.2012-13:11:38;223;2;1
2281;0;30.04.2012-13:12:53;223;2;1
2281;7;30.04.2012-13:40:59;223;2;1
2281;5;30.04.2012-13:50:25;223;2;1
2281;0;02.05.2012-14:55:57;159;2;1
2281;1;02.05.2012-14:57:04;159;2;1
2281;0;02.05.2012-14:58:02;159;2;1
2281;5;02.05.2012-15:01:55;159;2;1
2281;0;03.05.2012-08:37:54;105;2;1
2281;2;03.05.2012-08:46:02;105;2;1
2281;4;03.05.2012-08:46:06;105;2;1
2282;0;30.04.2012-12:47:24;105;2;1
2282;0;30.04.2012-12:47:33;105;2;1
2282;0;30.04.2012-13:16:06;105;2;1
2282;1;30.04.2012-13:18:51;105;4;3
2282;0;30.04.2012-13:26:54;417;4;3
2282;1;30.04.2012-13:29:12;417;2;1
2282;0;30.04.2012-13:44:40;86;2;1
2282;3;30.04.2012-13:45:08;86;2;1
2282;0;30.04.2012-13:48:47;105;2;1
2282;1;30.04.2012-13:56:04;105;4;3
2282;0;30.04.2012-14:15:53;417;4;3
2282;3;30.04.2012-14:17:32;417;4;3
2282;0;30.04.2012-14:28:11;372;4;3
2282;7;30.04.2012-14:29:22;372;4;3
2282;5;30.04.2012-15:53:56;372;4;3
2282;0;07.05.2012-08:16:12;372;4;3
2282;2;07.05.2012-08:16:17;372;4;3
2282;4;07.05.2012-23:14:07;5;4;3
2283;0;30.04.2012-13:13:12;105;2;1
2283;0;30.04.2012-13:14:02;105;2;1
2283;5;30.04.2012-13:58:11;105;2;1
2283;0;02.05.2012-08:54:57;413;2;1
2283;1;02.05.2012-09:03:57;413;4;3
2283;0;02.05.2012-09:32:31;371;4;3
2283;3;02.05.2012-09:33:25;371;4;3
2283;0;02.05.2012-09:34:44;626;4;3
2283;5;02.05.2012-10:23:09;626;4;3
2283;3;02.05.2012-13:19:30;50;4;3
2283;0;02.05.2012-15:15:14;626;4;3
2283;2;02.05.2012-15:18:26;626;4;3
2283;4;02.05.2012-23:06:21;5;4;3
2284;0;30.04.2012-13:34:31;370;2;1
2284;0;30.04.2012-13:37:06;370;2;1
2284;1;30.04.2012-13:39:57;370;8;1
2284;0;30.04.2012-15:30:41;102;8;1
2284;1;30.04.2012-15:41:21;102;10;1
2284;0;03.05.2012-07:22:28;558;10;1
2284;3;03.05.2012-07:22:39;558;10;1
2284;0;03.05.2012-07:23:26;560;10;1
2284;2;07.05.2012-13:15:09;560;10;1
2284;4;14.05.2012-23:21:28;5;10;1
2285;0;30.04.2012-13:32:13;267;5;3
2285;0;30.04.2012-13:33:35;267;5;3
2285;1;30.04.2012-13:33:49;267;5;3
2285;0;01.05.2012-13:35:37;820;5;3
2285;5;01.05.2012-13:37:29;820;5;3
2285;2;03.05.2012-13:02:24;820;5;3
2285;4;03.05.2012-23:08:18;5;5;3
2286;0;30.04.2012-13:33:43;291;2;1
2286;0;30.04.2012-13:35:00;291;2;1
2286;1;30.04.2012-13:39:37;291;2;1
2286;0;30.04.2012-13:52:48;938;2;1
2286;3;30.04.2012-13:52:53;938;2;1
2286;0;30.04.2012-13:54:45;73;2;1
2286;5;30.04.2012-19:16:41;73;2;1
2286;2;01.05.2012-20:39:22;73;2;1
2286;4;08.05.2012-23:13:10;5;2;1
2287;0;30.04.2012-13:10:02;3;5;1
2287;0;30.04.2012-13:10:48;3;5;1
2287;1;30.04.2012-13:15:17;3;6;8
2287;0;02.05.2012-14:37:34;113;6;8
2287;1;07.05.2012-14:48:17;113;5;1
2287;0;07.05.2012-15:15:15;144;5;1
2287;2;07.05.2012-15:15:34;144;5;1
2287;4;07.05.2012-23:13:58;5;5;1
2288;0;30.04.2012-12:55:17;94;2;1
2288;0;30.04.2012-12:55:46;94;2;1
2288;1;30.04.2012-12:56:52;94;6;1
2288;0;30.04.2012-12:57:12;94;6;1
2288;8;30.04.2012-12:57:25;94;6;1
2288;2;01.05.2012-20:32:51;94;6;1
2288;4;08.05.2012-23:13:11;5;6;1
2289;0;30.04.2012-14:29:25;129;2;1
2289;0;30.04.2012-14:29:58;129;2;1
2289;1;30.04.2012-14:44:24;129;2;1
2289;0;30.04.2012-22:48:10;825;2;1
2289;3;30.04.2012-22:49:30;825;2;1
2289;0;01.05.2012-17:10:12;13;2;1
2289;2;01.05.2012-17:12:48;13;2;1
2289;4;08.05.2012-23:13:07;5;2;1
2290;0;30.04.2012-13:35:15;655;2;1
2290;0;30.04.2012-13:37:39;655;2;1
2290;9;01.05.2012-18:41:26;655;2;1
2291;0;30.04.2012-13:35:22;39;5;0
2291;0;30.04.2012-13:35:28;39;5;0
2291;1;30.04.2012-13:36:27;39;5;0
2291;0;30.04.2012-14:53:12;294;5;0
2291;6;02.05.2012-09:02:56;294;5;0
2291;1;02.05.2012-15:28:57;294;5;0
2291;0;02.05.2012-15:31:21;39;5;0
2291;2;02.05.2012-15:34:08;39;5;0
2291;4;02.05.2012-23:06:20;5;5;0
2292;0;30.04.2012-14:01:42;681;5;3
2292;0;30.04.2012-14:02:21;681;5;3
2292;1;30.04.2012-14:07:17;681;6;3
2292;0;02.05.2012-07:30:52;527;6;3
2292;1;03.05.2012-11:03:39;635;5;3
2292;0;03.05.2012-12:41:29;681;5;3
2292;7;03.05.2012-12:45:30;681;5;3
2292;2;03.05.2012-12:45:48;681;5;3
2292;4;03.05.2012-23:08:15;5;5;3
2293;0;30.04.2012-14:23:39;681;5;3
2293;0;30.04.2012-14:23:54;681;5;3
2293;7;30.04.2012-14:33:04;681;5;3
2293;1;30.04.2012-14:33:37;681;6;3
2293;0;30.04.2012-14:33:59;681;5;3
2293;7;30.04.2012-14:34:30;681;5;3
2293;1;30.04.2012-14:34:38;681;6;3
2293;0;02.05.2012-07:53:53;1135;6;3
2293;1;02.05.2012-07:56:17;1135;5;3
2293;1;02.05.2012-07:56:18;1135;5;3
2293;0;03.05.2012-05:26:22;681;5;3
2293;7;03.05.2012-05:35:58;681;5;3
2293;2;03.05.2012-05:36:06;681;5;3
2293;4;03.05.2012-23:08:13;5;5;3
2294;0;30.04.2012-14:22:23;639;12;0
2294;0;30.04.2012-14:23:30;639;12;0
2294;1;30.04.2012-14:23:36;639;12;0
2294;0;30.04.2012-14:24:45;859;12;0
2294;7;30.04.2012-14:25:14;859;12;0
2294;5;30.04.2012-14:45:29;859;12;0
2294;2;01.05.2012-11:29:02;859;12;0
2294;4;08.05.2012-23:13:08;5;12;0
2295;0;30.04.2012-14:48:11;639;12;0
2295;0;30.04.2012-14:50:01;639;12;0
2295;1;30.04.2012-14:50:08;639;12;0
2295;0;30.04.2012-15:16:02;292;12;0
2295;5;30.04.2012-15:18:43;292;12;0
2295;2;01.05.2012-07:11:31;292;12;0
2295;4;08.05.2012-23:13:06;5;12;0
2296;0;30.04.2012-13:32:50;870;6;6
2296;0;30.04.2012-13:32:54;870;6;6
2296;1;30.04.2012-13:38:49;870;6;9
2296;0;30.04.2012-13:40:10;1171;6;9
2296;5;30.04.2012-15:01:48;1171;6;9
2296;0;07.05.2012-08:01:15;1171;6;9
2296;2;07.05.2012-08:01:23;1171;6;9
2296;4;14.05.2012-23:21:29;5;6;9
2297;0;30.04.2012-13:47:15;229;2;1
2297;0;30.04.2012-13:48:07;229;2;1
2297;7;30.04.2012-13:53:41;229;2;1
2297;1;30.04.2012-13:54:38;229;2;1
2297;0;01.05.2012-10:48:54;727;2;1
2297;1;01.05.2012-10:53:31;727;6;5
2297;0;03.05.2012-15:03:44;247;6;5
2297;1;03.05.2012-15:05:27;247;2;1
2297;0;03.05.2012-15:05:31;247;6;5
2297;1;03.05.2012-15:05:58;247;2;1
2297;0;04.05.2012-08:21:03;360;2;1
2297;3;04.05.2012-08:21:08;360;2;1
2297;0;04.05.2012-08:51:05;727;2;1
2297;5;04.05.2012-08:52:31;727;2;1
2297;1;08.05.2012-08:50:43;727;6;5
2297;0;08.05.2012-11:03:43;727;2;1
2297;1;08.05.2012-11:04:13;727;6;5
2297;0;08.05.2012-14:20:49;249;6;5
2297;1;08.05.2012-14:23:21;249;2;1
2297;0;08.05.2012-15:30:57;727;2;1
2297;2;08.05.2012-15:32:18;727;2;1
2297;4;15.05.2012-23:20:24;5;2;1
2298;0;30.04.2012-13:48:38;41;2;1
2298;0;30.04.2012-13:49:58;41;2;1
2298;1;30.04.2012-14:00:34;41;2;1
2298;0;30.04.2012-14:00:43;41;2;1
2298;5;30.04.2012-14:00:58;41;2;1
2298;2;02.05.2012-19:43:13;41;2;1
2298;4;02.05.2012-23:06:18;5;2;1
2299;0;30.04.2012-14:23:51;156;5;1
2299;0;30.04.2012-14:24:05;156;5;1
2299;1;30.04.2012-14:31:16;156;5;0
2299;0;30.04.2012-14:48:13;83;5;0
2299;1;30.04.2012-14:49:41;83;7;0
2299;1;30.04.2012-14:49:42;83;7;0
2299;0;04.05.2012-10:19:35;437;7;0
2299;1;04.05.2012-10:22:29;437;5;0
2299;0;04.05.2012-10:53:39;205;5;0
2299;1;04.05.2012-10:54:52;205;5;1
2299;0;04.05.2012-11:19:43;156;5;1
2299;1;04.05.2012-11:24:49;156;5;0
2299;0;04.05.2012-11:34:58;205;5;0
2299;1;04.05.2012-11:35:42;205;7;0
2299;0;07.05.2012-14:52:31;534;7;0
2299;1;07.05.2012-15:35:49;534;5;0
2299;0;07.05.2012-15:39:50;204;5;0
2299;1;07.05.2012-15:42:53;204;5;1
2299;0;07.05.2012-16:10:34;156;5;1
2299;5;07.05.2012-16:13:17;156;5;1
2299;2;08.05.2012-08:04:36;156;5;1
2299;4;08.05.2012-23:13:08;5;5;1
2300;0;30.04.2012-20:03:35;508;2;1
2300;0;30.04.2012-20:04:07;508;2;1
2300;1;30.04.2012-20:06:21;508;7;0
2300;0;01.05.2012-06:29:47;762;7;0
2300;5;01.05.2012-06:30:02;762;7;0
2300;2;01.05.2012-07:09:04;762;7;0
2300;4;08.05.2012-23:12:56;5;7;0
2301;0;30.04.2012-14:52:39;867;5;0
2301;0;30.04.2012-14:52:50;867;5;0
2301;1;30.04.2012-14:57:24;867;2;1
2301;1;30.04.2012-14:57:25;867;2;1
2301;0;30.04.2012-15:08:24;475;2;1
2301;1;30.04.2012-15:08:48;475;4;1
2301;0;30.04.2012-15:34:37;708;4;1
2301;1;30.04.2012-16:37:06;336;2;1
2301;0;02.05.2012-06:39:03;332;2;1
2301;5;02.05.2012-06:48:25;332;2;1
2301;1;02.05.2012-10:48:39;332;4;1
2301;0;02.05.2012-10:50:37;336;4;1
2301;1;02.05.2012-12:28:45;620;17;1
2301;0;02.05.2012-12:37:05;615;17;1
2301;1;02.05.2012-12:38:57;615;2;1
2301;0;02.05.2012-13:02:41;150;2;1
2301;1;02.05.2012-13:06:37;150;17;1
2301;0;02.05.2012-13:13:32;615;17;1
2301;1;02.05.2012-13:17:03;615;4;1
2301;0;02.05.2012-13:17:52;620;4;1
2301;1;02.05.2012-13:57:24;620;5;0
2301;0;02.05.2012-14:52:52;39;5;0
2301;3;02.05.2012-14:53:05;39;5;0
2301;0;03.05.2012-10:06:02;867;5;0
2301;6;03.05.2012-10:08:26;867;5;0
2301;0;04.05.2012-16:04:38;867;5;0
2301;5;04.05.2012-16:04:51;867;5;0
2301;5;05.05.2012-13:57:44;5;5;0
2301;5;09.05.2012-05:20:40;867;5;0
2301;5;12.05.2012-05:20:42;5;5;0
2301;5;15.05.2012-11:17:29;867;5;0
2301;0;15.05.2012-11:17:39;867;5;0
2301;2;15.05.2012-11:17:50;867;5;0
2301;4;15.05.2012-23:20:23;5;5;0
2302;0;30.04.2012-13:31:59;294;2;1
2302;0;30.04.2012-13:32:16;294;2;1
2302;1;30.04.2012-13:41:22;294;6;1
2302;0;30.04.2012-13:41:25;294;6;1
2302;2;02.05.2012-15:44:59;294;6;1
2302;4;09.05.2012-23:16:18;5;6;1
2303;0;30.04.2012-13:39:27;294;2;1
2303;0;30.04.2012-13:39:43;294;2;1
2303;1;30.04.2012-13:42:25;294;6;1
2303;0;30.04.2012-13:42:28;294;6;1
2303;2;02.05.2012-15:56:04;294;6;1
2303;4;09.05.2012-23:16:17;5;6;1
2304;0;30.04.2012-13:46:40;526;5;3
2304;0;30.04.2012-13:47:37;526;5;3
2304;1;30.04.2012-13:56:54;526;6;3
2304;0;02.05.2012-07:27:54;527;6;3
2304;1;09.05.2012-13:17:20;527;5;3
2304;0;09.05.2012-13:24:10;526;5;3
2304;7;09.05.2012-13:29:10;526;5;3
2304;2;09.05.2012-13:29:19;526;5;3
2304;4;09.05.2012-23:16:17;5;5;3
2305;0;30.04.2012-14:07:17;526;5;3
2305;0;30.04.2012-14:08:39;526;5;3
2305;1;30.04.2012-14:21:46;526;6;3
2305;0;02.05.2012-07:37:04;635;6;3
2305;1;02.05.2012-11:30:22;442;5;3
2305;0;02.05.2012-12:41:04;526;5;3
2305;7;02.05.2012-12:44:50;526;5;3
2305;1;02.05.2012-12:48:20;526;6;3
2305;0;02.05.2012-12:51:19;442;6;3
2305;1;02.05.2012-12:56:29;442;5;3
2305;0;02.05.2012-13:20:30;526;5;3
2305;7;02.05.2012-13:20:51;526;5;3
2305;2;02.05.2012-13:20:55;526;5;3
2305;4;02.05.2012-23:06:17;5;5;3
2306;0;30.04.2012-15:06:57;852;2;1
2306;0;30.04.2012-15:12:33;852;2;1
2306;2;30.04.2012-15:17:16;852;2;1
2306;0;02.05.2012-13:11:23;429;2;1
2306;2;02.05.2012-13:15:47;429;2;1
2306;4;09.05.2012-23:16:14;5;2;1
2307;0;30.04.2012-14:03:51;111;5;0
2307;0;30.04.2012-14:04:01;111;5;0
2307;1;30.04.2012-14:05:20;111;5;0
2307;0;30.04.2012-14:39:02;83;5;0
2307;1;30.04.2012-14:41:05;83;5;0
2307;1;30.04.2012-14:41:06;83;5;0
2307;0;02.05.2012-11:36:00;111;5;0
2307;5;02.05.2012-11:36:38;111;5;0
2307;2;02.05.2012-11:36:50;111;5;0
2307;4;02.05.2012-11:36:53;111;5;0
2308;0;30.04.2012-14:06:55;111;5;0
2308;0;30.04.2012-14:07:17;111;5;0
2308;1;30.04.2012-14:11:45;111;5;0
2308;0;30.04.2012-14:45:38;83;5;0
2308;1;30.04.2012-14:47:48;83;7;0
2308;0;03.05.2012-13:37:26;63;7;0
2308;1;03.05.2012-13:40:02;63;5;0
2308;0;03.05.2012-13:40:45;219;5;0
2308;1;03.05.2012-13:41:37;219;5;0
2308;0;03.05.2012-13:43:13;111;5;0
2308;5;03.05.2012-13:51:13;111;5;0
2308;1;03.05.2012-13:57:39;111;5;0
2308;0;03.05.2012-14:05:22;120;5;0
2308;1;03.05.2012-14:08:59;120;7;0
2308;0;04.05.2012-08:56:22;437;7;0
2308;1;04.05.2012-08:58:42;437;5;0
2308;0;04.05.2012-09:06:16;219;5;0
2308;1;04.05.2012-09:08:29;219;5;0
2308;0;04.05.2012-09:45:31;111;5;0
2308;5;04.05.2012-09:46:27;111;5;0
2308;5;07.05.2012-08:59:14;5;5;0
2308;2;07.05.2012-09:24:01;111;5;0
2308;4;07.05.2012-09:24:03;111;5;0
2309;0;30.04.2012-14:15:31;111;5;0
2309;0;30.04.2012-14:15:49;111;5;0
2309;1;30.04.2012-14:16:48;111;5;0
2309;0;30.04.2012-14:31:04;204;5;0
2309;1;30.04.2012-14:49:40;204;1;0
2309;0;02.05.2012-04:54:18;1172;1;0
2309;1;02.05.2012-06:12:43;1172;5;0
2309;0;02.05.2012-06:40:13;111;5;0
2309;5;02.05.2012-06:40:48;111;5;0
2309;0;02.05.2012-11:50:40;111;5;0
2309;1;02.05.2012-11:51:34;111;5;0
2309;0;02.05.2012-11:52:49;206;5;0
2309;1;02.05.2012-11:56:38;206;7;0
2309;0;03.05.2012-13:40:21;63;7;0
2309;1;03.05.2012-13:42:12;63;5;0
2309;0;03.05.2012-13:42:49;219;5;0
2309;1;03.05.2012-13:51:14;219;5;0
2309;0;03.05.2012-13:54:36;111;5;0
2309;5;03.05.2012-13:56:34;111;5;0
2309;1;04.05.2012-06:01:53;111;5;0
2309;0;04.05.2012-07:42:36;219;5;0
2309;1;04.05.2012-07:43:39;219;7;0
2309;0;04.05.2012-10:39:05;437;7;0
2309;1;04.05.2012-10:41:33;437;5;0
2309;0;04.05.2012-11:42:11;205;5;0
2309;1;04.05.2012-11:44:40;205;5;0
2309;0;04.05.2012-12:54:24;111;5;0
2309;5;04.05.2012-12:55:49;111;5;0
2309;2;07.05.2012-09:24:42;111;5;0
2309;4;07.05.2012-09:24:43;111;5;0
2310;0;30.04.2012-14:48:46;702;2;1
2310;0;30.04.2012-14:49:56;702;2;1
2310;5;30.04.2012-14:55:45;702;2;1
2310;2;03.05.2012-18:23:22;702;2;1
2310;4;10.05.2012-23:22:04;5;2;1
2311;0;30.04.2012-14:03:22;446;2;1
2311;0;30.04.2012-14:03:54;446;2;1
2311;6;30.04.2012-14:16:23;446;2;1
2311;0;02.05.2012-10:59:06;446;2;1
2311;2;02.05.2012-10:59:33;446;2;1
2311;4;09.05.2012-23:16:17;5;2;1
2312;0;30.04.2012-14:03:38;370;2;1
2312;0;30.04.2012-14:04:08;370;2;1
2312;9;30.04.2012-14:06:28;370;2;1
2312;0;30.04.2012-15:20:23;408;2;1
2312;0;30.04.2012-15:31:34;408;2;1
2312;1;30.04.2012-15:36:54;408;2;1
2312;0;30.04.2012-15:36:58;408;2;1
2312;1;30.04.2012-15:38:07;408;2;1
2312;0;02.05.2012-07:45:03;80;2;1
2312;1;02.05.2012-07:45:21;80;2;1
2312;0;02.05.2012-07:45:23;80;2;1
2312;1;02.05.2012-07:50:21;80;2;1
2312;0;05.05.2012-02:06:45;174;2;1
2312;1;05.05.2012-02:07:03;174;2;1
2312;0;10.05.2012-09:24:20;289;2;1
2312;3;10.05.2012-09:24:34;289;2;1
2312;0;10.05.2012-09:43:09;358;2;1
2312;2;10.05.2012-09:43:26;358;2;1
2312;4;10.05.2012-23:22:05;5;2;1
2313;0;30.04.2012-14:15:14;370;2;1
2313;0;30.04.2012-14:15:33;370;2;1
2313;9;30.04.2012-14:35:29;370;2;1
2313;0;07.05.2012-07:31:33;519;2;1
2313;2;07.05.2012-07:49:20;519;2;1
2313;4;07.05.2012-07:49:28;519;2;1
2314;0;30.04.2012-14:37:16;481;2;1
2314;0;30.04.2012-14:38:04;481;2;1
2314;1;30.04.2012-14:46:19;481;2;1
2314;0;30.04.2012-14:54:53;938;2;1
2314;3;30.04.2012-14:56:26;938;2;1
2314;0;01.05.2012-15:03:33;156;2;1
2314;2;01.05.2012-15:34:20;156;2;1
2314;4;08.05.2012-23:13:07;5;2;1
2315;0;30.04.2012-14:29:36;520;2;1
2315;0;30.04.2012-14:32:14;520;2;1
2315;1;30.04.2012-14:32:24;520;2;1
2315;0;30.04.2012-14:57:53;824;2;1
2315;8;30.04.2012-15:48:40;824;2;1
2315;2;04.05.2012-21:54:57;824;2;1
2315;4;11.05.2012-23:18:21;5;2;1
2316;0;30.04.2012-16:51:23;481;2;1
2316;0;30.04.2012-16:51:59;481;2;1
2316;7;30.04.2012-17:23:08;481;2;1
2316;1;30.04.2012-17:23:27;481;8;1
2316;0;30.04.2012-17:23:34;481;2;1
2316;1;30.04.2012-17:26:36;481;8;1
2316;0;30.04.2012-17:56:44;260;8;1
2316;6;30.04.2012-18:11:09;260;8;1
2316;1;30.04.2012-18:30:17;260;10;1
2316;0;02.05.2012-08:12:13;558;10;1
2316;2;02.05.2012-08:49:34;558;10;1
2316;4;09.05.2012-23:16:12;5;10;1
2317;0;30.04.2012-18:34:52;370;2;1
2317;0;30.04.2012-18:35:21;370;2;1
2317;1;30.04.2012-18:55:37;370;14;3
2317;0;30.04.2012-19:02:05;1173;14;3
2317;1;30.04.2012-21:10:12;1173;2;1
2317;0;01.05.2012-00:56:57;163;2;1
2317;6;01.05.2012-00:57:05;163;2;1
2317;5;02.05.2012-14:06:36;163;2;1
2317;0;02.05.2012-19:13:08;1119;14;3
2317;2;02.05.2012-19:14:55;1119;14;3
2317;4;09.05.2012-23:16:10;5;14;3
2318;0;30.04.2012-14:35:22;473;2;1
2318;0;30.04.2012-14:35:37;473;2;1
2318;1;30.04.2012-14:39:50;473;6;1
2318;0;30.04.2012-14:54:25;938;6;1
2318;3;30.04.2012-14:54:31;938;6;1
2318;0;30.04.2012-15:12:51;211;6;1
2318;7;30.04.2012-15:12:58;211;6;1
2318;2;01.05.2012-19:16:35;211;6;1
2318;4;08.05.2012-23:13:07;5;6;1
2319;0;30.04.2012-15:55:16;473;2;1
2319;0;30.04.2012-15:59:56;473;2;1
2319;1;30.04.2012-16:00:28;473;2;1
2319;1;30.04.2012-16:00:29;473;2;1
2319;0;30.04.2012-17:45:29;728;2;1
2319;5;01.05.2012-13:32:15;728;2;1
2319;2;02.05.2012-18:17:06;728;2;1
2319;4;02.05.2012-23:06:10;5;2;1
2320;0;30.04.2012-14:41:58;1127;2;1
2320;0;30.04.2012-14:42:20;1127;2;1
2320;7;30.04.2012-14:57:08;1127;2;1
2320;1;30.04.2012-15:51:25;1127;2;1
2320;0;30.04.2012-18:35:18;562;2;1
2320;2;30.04.2012-22:01:19;562;2;1
2320;4;30.04.2012-22:01:22;562;2;1
2320;0;01.05.2012-20:48:30;122;2;1
2320;1;01.05.2012-20:51:17;122;2;1
2320;0;02.05.2012-13:20:11;935;2;1
2320;2;03.05.2012-17:42:37;935;2;1
2320;4;03.05.2012-23:08:12;5;2;1
2321;0;30.04.2012-15:07:38;413;2;1
2321;0;30.04.2012-15:07:50;413;2;1
2321;1;30.04.2012-15:17:33;413;2;1
2321;0;30.04.2012-15:27:44;413;2;1
2321;1;30.04.2012-15:28:41;413;0;0
2321;0;30.04.2012-16:08:28;29;0;0
2321;1;01.05.2012-18:18:11;182;6;1
2321;0;01.05.2012-18:18:18;182;0;0
2321;1;01.05.2012-18:18:36;182;0;0
2321;0;01.05.2012-18:18:53;182;0;0
2321;3;01.05.2012-18:19:01;182;0;0
2321;0;01.05.2012-19:44:09;276;0;0
2321;1;01.05.2012-19:48:46;276;2;1
2321;0;01.05.2012-19:51:22;94;2;1
2321;1;01.05.2012-19:52:39;94;2;1
2321;0;02.05.2012-16:42:06;825;2;1
2321;2;02.05.2012-16:44:37;825;2;1
2321;4;09.05.2012-23:16:14;5;2;1
2322;0;30.04.2012-15:47:20;425;2;1
2322;0;30.04.2012-15:47:36;425;2;1
2322;5;30.04.2012-16:26:58;425;2;1
2322;5;30.04.2012-16:27:03;425;2;1
2322;0;02.05.2012-13:38:34;425;2;1
2322;9;02.05.2012-13:39:20;425;2;1
