case;event;time;case Document Type;case GR-Based Inv. Verif.;event org:resource
9068;1;02.02.2018-12:49:00;1;0;118
9068;2;05.02.2018-10:54:00;1;0;12
9068;9;06.02.2018-14:32:00;1;0;6
9068;3;07.06.2018-13:10:00;1;0;2
9069;0;12.01.2018-11:23:00;1;0;87
9069;1;02.02.2018-12:49:00;1;0;118
9069;2;05.02.2018-10:11:00;1;0;12
9069;3;09.05.2018-14:09:00;1;0;2
9070;0;12.01.2018-11:23:00;1;0;87
9070;1;02.02.2018-12:49:00;1;0;118
9070;2;05.02.2018-10:11:00;1;0;12
9070;3;09.05.2018-14:09:00;1;0;2
9071;0;12.01.2018-11:23:00;1;0;87
9071;1;30.01.2018-14:02:00;1;0;118
9071;2;01.02.2018-13:29:00;1;0;24
9071;9;22.02.2018-17:33:00;1;0;6
9071;3;09.05.2018-14:09:00;1;0;2
9072;0;12.01.2018-11:23:00;1;0;87
9072;1;30.01.2018-14:02:00;1;0;118
9072;2;01.02.2018-13:29:00;1;0;24
9072;9;22.02.2018-17:33:00;1;0;6
9072;3;09.05.2018-14:09:00;1;0;2
9073;0;12.01.2018-11:23:00;1;0;87
9073;1;30.01.2018-14:02:00;1;0;118
9073;17;31.01.2018-17:31:00;1;0;87
9073;2;01.02.2018-13:29:00;1;0;24
9073;9;22.02.2018-17:33:00;1;0;6
9073;3;09.05.2018-14:09:00;1;0;2
9074;0;12.01.2018-11:23:00;1;0;87
9074;1;30.01.2018-14:02:00;1;0;118
9074;17;31.01.2018-17:32:00;1;0;87
9074;17;31.01.2018-17:33:00;1;0;87
9074;2;01.02.2018-13:29:00;1;0;24
9074;1;02.02.2018-12:49:00;1;0;118
9074;9;22.02.2018-17:33:00;1;0;6
9074;3;09.05.2018-14:09:00;1;0;2
9075;0;12.01.2018-11:23:00;1;0;87
9075;2;01.02.2018-13:29:00;1;0;24
9075;1;06.02.2018-10:46:00;1;0;118
9075;9;22.02.2018-17:33:00;1;0;6
9075;3;09.05.2018-14:09:00;1;0;2
9076;0;12.01.2018-11:23:00;1;0;87
9076;17;23.01.2018-12:39:00;1;0;87
9076;1;30.01.2018-14:02:00;1;0;118
9076;2;05.02.2018-10:11:00;1;0;12
9076;3;09.05.2018-14:09:00;1;0;2
9077;0;12.01.2018-11:23:00;1;0;87
9077;1;30.01.2018-14:02:00;1;0;118
9077;2;01.02.2018-13:29:00;1;0;24
9077;9;22.02.2018-17:33:00;1;0;6
9077;3;09.05.2018-14:09:00;1;0;2
9078;0;12.01.2018-11:23:00;1;0;87
9078;1;02.02.2018-11:04:00;1;0;118
9078;2;05.02.2018-12:44:00;1;0;12
9078;9;22.02.2018-17:31:00;1;0;6
9078;3;07.06.2018-13:10:00;1;0;2
9079;0;12.01.2018-11:23:00;1;0;87
9079;1;02.02.2018-11:04:00;1;0;118
9079;2;05.02.2018-12:44:00;1;0;12
9079;9;22.02.2018-17:31:00;1;0;6
9079;3;07.06.2018-13:10:00;1;0;2
9080;0;12.01.2018-11:23:00;1;0;87
9080;1;02.02.2018-12:49:00;1;0;118
9080;2;05.02.2018-10:11:00;1;0;12
9080;3;09.05.2018-14:09:00;1;0;2
9081;0;12.01.2018-11:23:00;1;0;87
9081;1;30.01.2018-14:02:00;1;0;118
9081;2;01.02.2018-13:29:00;1;0;24
9081;9;22.02.2018-17:33:00;1;0;6
9081;3;09.05.2018-14:09:00;1;0;2
9082;0;12.01.2018-11:23:00;1;0;87
9082;1;30.01.2018-14:02:00;1;0;118
9082;2;01.02.2018-13:29:00;1;0;24
9082;9;22.02.2018-17:33:00;1;0;6
9082;3;09.05.2018-14:09:00;1;0;2
9083;0;12.01.2018-11:23:00;1;0;87
9083;1;30.01.2018-14:02:00;1;0;118
9083;2;05.02.2018-10:11:00;1;0;12
9083;3;09.05.2018-14:09:00;1;0;2
9084;0;12.01.2018-11:23:00;1;0;87
9084;1;30.01.2018-14:02:00;1;0;118
9084;2;01.02.2018-13:29:00;1;0;24
9084;9;22.02.2018-17:33:00;1;0;6
9084;3;09.05.2018-14:09:00;1;0;2
9085;0;12.01.2018-11:23:00;1;0;87
9085;1;30.01.2018-14:02:00;1;0;118
9085;2;01.02.2018-13:29:00;1;0;24
9085;9;22.02.2018-17:33:00;1;0;6
9085;3;09.05.2018-14:09:00;1;0;2
9086;0;12.01.2018-11:23:00;1;0;87
9086;1;30.01.2018-14:02:00;1;0;118
9086;2;05.02.2018-10:11:00;1;0;12
9086;3;09.05.2018-14:09:00;1;0;2
9087;0;12.01.2018-11:23:00;1;0;87
9087;2;05.02.2018-10:54:00;1;0;12
9087;1;06.02.2018-13:31:00;1;0;118
9087;9;06.02.2018-14:32:00;1;0;6
9087;3;07.06.2018-13:10:00;1;0;2
9088;0;12.01.2018-11:23:00;1;0;87
9088;1;02.02.2018-11:04:00;1;0;118
9088;2;05.02.2018-12:44:00;1;0;12
9088;9;22.02.2018-17:31:00;1;0;6
9088;3;07.06.2018-13:10:00;1;0;2
9089;0;12.01.2018-11:23:00;1;0;87
9089;1;30.01.2018-14:02:00;1;0;118
9089;2;01.02.2018-13:29:00;1;0;24
9089;9;22.02.2018-17:33:00;1;0;6
9089;3;09.05.2018-14:09:00;1;0;2
9090;0;12.01.2018-11:23:00;1;0;87
9090;1;30.01.2018-14:02:00;1;0;118
9090;1;02.02.2018-12:49:00;1;0;118
9090;2;05.02.2018-10:11:00;1;0;12
9090;3;09.05.2018-14:09:00;1;0;2
9091;0;12.01.2018-11:23:00;1;0;87
9091;1;30.01.2018-14:02:00;1;0;118
9091;2;05.02.2018-10:11:00;1;0;12
9091;3;09.05.2018-14:09:00;1;0;2
9092;0;12.01.2018-11:23:00;1;0;87
9092;1;30.01.2018-14:02:00;1;0;118
9092;2;05.02.2018-10:11:00;1;0;12
9092;3;09.05.2018-14:09:00;1;0;2
9093;0;12.01.2018-11:23:00;1;0;87
9093;1;30.01.2018-14:02:00;1;0;118
9093;2;05.02.2018-10:11:00;1;0;12
9093;3;09.05.2018-14:09:00;1;0;2
9094;0;12.01.2018-11:27:00;1;0;222
9094;1;25.01.2018-12:52:00;1;0;115
9095;0;12.01.2018-11:33:00;1;0;106
9095;1;07.02.2018-13:42:00;1;0;107
9095;2;09.02.2018-10:40:00;1;0;16
9095;3;22.03.2018-13:30:00;1;0;4
9096;0;12.01.2018-11:37:00;1;0;111
9096;1;05.03.2018-10:49:00;1;0;110
9096;14;16.03.2018-14:32:00;1;0;93
9096;9;16.03.2018-16:28:00;1;0;6
9096;3;26.04.2018-11:14:00;1;0;2
9097;0;12.01.2018-11:37:00;1;0;111
9097;1;21.02.2018-19:07:00;1;0;200
9097;1;23.02.2018-16:33:00;1;0;200
9097;2;24.02.2018-10:11:00;1;0;3
9097;2;24.02.2018-11:24:00;1;0;3
9097;2;24.02.2018-11:33:00;1;0;3
9097;2;24.02.2018-11:35:00;1;0;3
9097;14;26.02.2018-14:31:00;1;0;93
9097;9;26.02.2018-16:29:00;1;0;6
9097;3;29.03.2018-15:08:00;1;0;2
9098;0;12.01.2018-11:37:00;1;0;111
9098;1;23.02.2018-16:33:00;1;0;200
9098;2;24.02.2018-11:30:00;1;0;3
9098;14;26.02.2018-14:52:00;1;0;93
9098;9;26.02.2018-16:29:00;1;0;6
9098;1;05.03.2018-10:49:00;1;0;110
9098;3;29.03.2018-15:08:00;1;0;2
9098;3;26.04.2018-11:14:00;1;0;2
9099;0;12.01.2018-11:37:00;1;0;111
9099;1;05.03.2018-10:49:00;1;0;110
9099;14;20.03.2018-10:34:00;1;0;93
9099;9;20.03.2018-15:39:00;1;0;6
9099;3;26.04.2018-11:14:00;1;0;2
9100;0;12.01.2018-11:38:00;1;0;202
9100;1;23.01.2018-09:13:00;1;0;198
9100;2;23.01.2018-12:47:00;1;0;3
9100;3;29.03.2018-15:09:00;1;0;2
9101;0;12.01.2018-11:38:00;1;0;202
9101;1;23.01.2018-09:14:00;1;0;198
9101;2;23.01.2018-12:47:00;1;0;3
9101;3;29.03.2018-15:09:00;1;0;2
9102;0;12.01.2018-11:38:00;1;0;202
9102;1;23.01.2018-09:16:00;1;0;198
9102;2;23.01.2018-12:47:00;1;0;3
9102;3;29.03.2018-15:09:00;1;0;2
9103;0;12.01.2018-11:39:00;1;0;111
9103;2;15.02.2018-11:18:00;1;0;12
9103;14;16.02.2018-11:27:00;1;0;93
9103;1;16.02.2018-12:03:00;1;0;200
9103;3;29.03.2018-15:08:00;1;0;2
9104;0;12.01.2018-11:40:00;1;0;202
9104;1;25.01.2018-08:40:00;1;0;198
9104;2;18.06.2018-10:47:00;1;0;13
9104;3;21.06.2018-12:42:00;1;0;2
9105;0;12.01.2018-11:40:00;1;0;120
9105;14;22.01.2018-09:12:00;1;0;52
9105;1;06.02.2018-14:57:00;1;0;89
9105;2;08.02.2018-12:33:00;1;0;12
9105;9;20.02.2018-16:57:00;1;0;6
9105;17;01.03.2018-16:36:00;1;0;120
9105;8;01.03.2018-16:36:00;1;0;120
9105;3;05.04.2018-15:50:00;1;0;2
9106;0;12.01.2018-11:40:00;1;0;120
9106;17;19.01.2018-10:42:00;1;0;120
9106;14;22.01.2018-09:12:00;1;0;52
9106;1;23.02.2018-09:22:00;1;0;89
9106;6;23.02.2018-09:44:00;1;0;89
9106;17;23.02.2018-09:50:00;1;0;89
9106;1;23.02.2018-09:55:00;1;0;89
9106;2;28.02.2018-12:31:00;1;0;12
9106;2;01.03.2018-13:55:00;1;0;12
9106;3;05.04.2018-15:50:00;1;0;2
9107;0;12.01.2018-11:40:00;1;0;120
9107;14;22.01.2018-09:12:00;1;0;52
9107;1;23.02.2018-09:58:00;1;0;89
9107;2;28.02.2018-12:33:00;1;0;12
9107;3;05.04.2018-15:50:00;1;0;2
9108;0;12.01.2018-11:40:00;1;0;120
9108;14;22.01.2018-09:12:00;1;0;52
9108;1;23.02.2018-10:07:00;1;0;89
9108;2;28.02.2018-12:19:00;1;0;12
9108;3;05.04.2018-15:50:00;1;0;2
9109;0;12.01.2018-11:40:00;1;0;120
9109;17;15.01.2018-16:37:00;1;0;120
9109;14;22.01.2018-08:46:00;1;0;52
9109;1;05.03.2018-13:56:00;1;0;88
9109;2;26.03.2018-11:32:00;1;0;1
9109;9;27.03.2018-17:24:00;1;0;6
9109;3;28.06.2018-14:04:00;1;0;2
9109;2;20.12.2018-14:20:00;1;0;33
9110;0;12.01.2018-11:40:00;1;0;120
9110;14;22.01.2018-08:46:00;1;0;52
9110;1;22.01.2018-15:24:00;1;0;89
9110;2;25.01.2018-17:37:00;1;0;12
9110;3;26.04.2018-11:12:00;1;0;2
9111;0;12.01.2018-11:40:00;1;0;120
9111;14;22.01.2018-08:45:00;1;0;52
9111;1;15.02.2018-10:04:00;1;0;89
9111;2;01.03.2018-17:47:00;1;0;12
9111;9;15.03.2018-17:19:00;1;0;6
9111;3;05.04.2018-15:48:00;1;0;2
9112;0;12.01.2018-11:40:00;1;0;120
9112;17;12.01.2018-16:41:00;1;0;120
9112;1;01.02.2018-14:15:00;1;0;89
9112;2;09.02.2018-09:13:00;1;0;1
9112;2;09.02.2018-13:26:00;1;0;7
9112;3;08.03.2018-13:21:00;1;0;4
9112;7;09.03.2018-15:33:00;1;0;1
9112;9;28.03.2018-17:51:00;1;0;6
9112;3;29.03.2018-15:07:00;1;0;2
9113;0;12.01.2018-11:40:00;1;0;120
9113;24;16.02.2018-13:50:00;1;0;245
9113;1;21.02.2018-09:31:00;1;0;89
9113;1;27.02.2018-13:17:00;1;0;89
9113;2;28.02.2018-12:54:00;1;0;12
9113;9;15.03.2018-17:27:00;1;0;6
9113;9;15.03.2018-17:33:00;1;0;6
9113;3;12.04.2018-14:07:00;1;0;2
9113;3;19.04.2018-14:47:00;1;0;2
9114;0;12.01.2018-11:41:00;1;0;120
9114;1;01.03.2018-14:43:00;1;0;89
9114;2;05.03.2018-12:45:00;1;0;1
9114;9;15.03.2018-17:16:00;1;0;6
9114;3;22.03.2018-13:31:00;1;0;4
9115;0;12.01.2018-11:41:00;1;0;120
9115;1;30.01.2018-10:52:00;1;0;89
9115;1;30.01.2018-10:55:00;1;0;89
9115;2;30.01.2018-15:10:00;1;0;16
9115;3;29.03.2018-15:07:00;1;0;2
9116;0;12.01.2018-11:41:00;1;0;120
9116;1;01.02.2018-09:15:00;1;0;89
9116;2;22.02.2018-15:36:00;1;0;1
9116;3;01.03.2018-14:05:00;1;0;4
9117;0;12.01.2018-11:41:00;1;0;120
9117;1;19.02.2018-14:19:00;1;0;89
9117;2;22.02.2018-12:07:00;1;0;8
9117;3;05.04.2018-15:48:00;1;0;2
9118;0;12.01.2018-11:41:00;1;0;120
9118;1;21.02.2018-08:13:00;1;0;89
9118;3;05.04.2018-15:49:00;1;0;2
9119;0;12.01.2018-11:41:00;1;0;120
9119;1;20.03.2018-09:28:00;1;0;88
9119;2;22.03.2018-09:13:00;1;0;7
9119;3;09.05.2018-14:10:00;1;0;2
9120;0;12.01.2018-11:41:00;1;0;120
9120;17;29.03.2018-09:12:00;1;0;265
9120;1;06.04.2018-09:09:00;1;0;94
9120;2;10.04.2018-12:43:00;1;0;13
9120;17;30.04.2018-14:01:00;1;0;120
9120;8;30.04.2018-14:01:00;1;0;120
9120;3;07.06.2018-13:12:00;1;0;2
9121;0;12.01.2018-11:41:00;1;0;120
9121;2;10.02.2018-05:14:00;1;0;1
9121;1;13.02.2018-09:15:00;1;0;89
9121;9;13.02.2018-17:31:00;1;0;6
9121;3;05.04.2018-15:49:00;1;0;2
9122;0;12.01.2018-11:41:00;1;0;120
9122;1;26.02.2018-14:56:00;1;0;94
9122;2;27.02.2018-10:58:00;1;0;12
9122;3;05.04.2018-15:48:00;1;0;2
9123;0;12.01.2018-11:41:00;1;0;120
9123;1;26.02.2018-14:51:00;1;0;94
9123;2;27.02.2018-10:41:00;1;0;12
9123;9;15.03.2018-17:23:00;1;0;6
9123;3;05.04.2018-15:48:00;1;0;2
9124;0;12.01.2018-11:41:00;1;0;120
9124;1;27.02.2018-11:40:00;1;0;89
9124;2;27.02.2018-14:10:00;1;0;12
9124;3;05.04.2018-15:49:00;1;0;2
9125;0;12.01.2018-11:41:00;1;0;120
9125;1;27.02.2018-11:41:00;1;0;89
9125;2;27.02.2018-14:08:00;1;0;12
9125;1;08.03.2018-15:10:00;1;0;89
9125;2;10.03.2018-10:19:00;1;0;13
9125;3;05.04.2018-15:49:00;1;0;2
9125;3;09.05.2018-14:10:00;1;0;2
9126;0;12.01.2018-11:41:00;1;0;120
9126;17;15.01.2018-16:48:00;1;0;120
9126;1;01.03.2018-14:53:00;1;0;89
9126;2;10.03.2018-10:45:00;1;0;13
9126;3;05.04.2018-15:49:00;1;0;2
9127;0;12.01.2018-11:41:00;1;0;120
9127;1;13.03.2018-16:22:00;1;0;88
9127;2;22.03.2018-15:59:00;1;0;12
9127;3;09.05.2018-14:10:00;1;0;2
9128;0;12.01.2018-11:41:00;1;0;120
9128;1;13.03.2018-16:08:00;1;0;88
9128;2;22.03.2018-16:00:00;1;0;12
9128;3;09.05.2018-14:10:00;1;0;2
9129;0;12.01.2018-11:41:00;1;0;120
9129;1;26.02.2018-14:44:00;1;0;94
9129;2;27.02.2018-10:30:00;1;0;12
9129;3;05.04.2018-15:48:00;1;0;2
9130;0;12.01.2018-11:41:00;1;0;120
9130;1;27.02.2018-12:19:00;1;0;89
9130;2;27.02.2018-15:30:00;1;0;12
9130;3;05.04.2018-15:48:00;1;0;2
9131;0;12.01.2018-11:41:00;1;0;120
9131;1;30.01.2018-10:12:00;1;0;89
9131;2;01.02.2018-10:30:00;1;0;16
9131;3;08.03.2018-13:21:00;1;0;4
9132;0;12.01.2018-11:43:00;1;0;120
9132;1;14.02.2018-15:12:00;1;0;89
9132;2;17.02.2018-06:03:00;1;0;8
9132;3;05.04.2018-15:48:00;1;0;2
9133;0;12.01.2018-11:43:00;1;0;120
9133;1;21.02.2018-12:52:00;1;0;89
9133;2;24.02.2018-07:36:00;1;0;7
9133;3;05.04.2018-15:48:00;1;0;2
9134;0;12.01.2018-11:43:00;1;0;120
9134;2;07.02.2018-10:27:00;1;0;12
9134;1;08.02.2018-10:30:00;1;0;89
9134;9;08.02.2018-16:49:00;1;0;6
9134;3;05.04.2018-15:48:00;1;0;2
9135;0;12.01.2018-11:43:00;1;0;120
9135;17;28.02.2018-11:39:00;1;0;89
9135;1;28.02.2018-11:40:00;1;0;89
9135;2;28.02.2018-14:18:00;1;0;258
9135;9;26.03.2018-17:39:00;1;0;6
9135;3;05.04.2018-15:48:00;1;0;2
9136;0;12.01.2018-11:43:00;1;0;120
9136;2;07.02.2018-10:47:00;1;0;12
9136;1;08.02.2018-10:29:00;1;0;89
9136;9;08.02.2018-16:49:00;1;0;6
9136;3;05.04.2018-15:48:00;1;0;2
9137;0;12.01.2018-11:43:00;1;0;120
9137;1;14.02.2018-15:26:00;1;0;89
9137;2;17.02.2018-07:31:00;1;0;12
9137;3;05.04.2018-15:48:00;1;0;2
9138;0;12.01.2018-11:43:00;1;0;120
9138;1;23.02.2018-13:17:00;1;0;89
9138;2;06.03.2018-12:04:00;1;0;13
9138;9;15.03.2018-17:23:00;1;0;6
9138;3;05.04.2018-15:48:00;1;0;2
9139;0;12.01.2018-11:43:00;1;0;120
9139;1;01.03.2018-09:10:00;1;0;89
9139;2;06.03.2018-12:04:00;1;0;13
9139;9;15.03.2018-17:23:00;1;0;6
9139;3;05.04.2018-15:48:00;1;0;2
9140;0;12.01.2018-11:43:00;1;0;120
9140;1;14.02.2018-15:04:00;1;0;89
9140;2;17.02.2018-08:13:00;1;0;12
9140;3;05.04.2018-15:48:00;1;0;2
9141;0;12.01.2018-11:43:00;1;0;120
9141;2;07.02.2018-10:38:00;1;0;12
9141;1;08.02.2018-10:29:00;1;0;89
9141;9;08.02.2018-16:49:00;1;0;6
9141;3;05.04.2018-15:48:00;1;0;2
9142;0;12.01.2018-11:43:00;1;0;120
9142;1;14.02.2018-15:20:00;1;0;89
9142;2;17.02.2018-04:52:00;1;0;1
9142;3;22.02.2018-10:35:00;1;0;214
9143;0;12.01.2018-11:43:00;1;0;120
9143;1;05.02.2018-15:17:00;1;0;89
9143;2;07.02.2018-12:47:00;1;0;3
9143;3;09.05.2018-14:09:00;1;0;2
9144;0;12.01.2018-11:44:00;1;0;120
9144;1;13.02.2018-11:49:00;1;0;89
9145;0;12.01.2018-11:45:00;1;0;120
9145;1;14.02.2018-15:22:00;1;0;89
9145;2;17.02.2018-04:57:00;1;0;1
9145;9;22.02.2018-17:20:00;1;0;6
9145;3;26.04.2018-11:12:00;1;0;2
9146;0;12.01.2018-11:48:00;1;0;202
9146;1;23.01.2018-10:43:00;1;0;198
9146;2;30.01.2018-16:34:00;1;0;12
9146;3;29.03.2018-15:06:00;1;0;2
9147;0;12.01.2018-11:49:00;1;0;120
9147;1;14.02.2018-15:05:00;1;0;89
9147;2;17.02.2018-08:10:00;1;0;12
9147;3;26.04.2018-11:12:00;1;0;2
9148;0;12.01.2018-11:49:00;1;0;202
9148;2;30.03.2018-14:22:00;1;0;12
9148;1;06.04.2018-13:12:00;1;0;198
9148;9;06.04.2018-18:15:00;1;0;6
9148;3;07.06.2018-13:12:00;1;0;2
9149;0;12.01.2018-11:49:00;1;0;202
9149;15;12.01.2018-15:11:00;1;0;202
9149;22;02.02.2018-14:30:00;1;0;91
9149;1;02.02.2018-14:34:00;1;0;198
9149;2;19.03.2018-10:33:00;1;0;1
9149;3;05.04.2018-15:48:00;1;0;2
9150;1;18.01.2018-11:48:00;1;0;130
9150;2;10.02.2018-04:59:00;1;0;12
9150;3;24.05.2018-13:32:00;1;0;2
9151;0;12.01.2018-11:51:00;1;0;120
9151;1;23.02.2018-10:00:00;1;0;89
9151;2;26.02.2018-11:59:00;1;0;1
9151;9;15.03.2018-17:23:00;1;0;6
9151;3;05.04.2018-15:50:00;1;0;2
9152;0;12.01.2018-11:52:00;1;0;64
9152;2;17.01.2018-16:30:00;1;0;7
9152;3;08.03.2018-13:22:00;1;0;4
9153;0;12.01.2018-11:52:00;1;0;64
9153;2;17.01.2018-16:30:00;1;0;7
9153;3;08.03.2018-13:22:00;1;0;4
9154;0;12.01.2018-11:52:00;1;0;64
9154;2;17.01.2018-16:30:00;1;0;7
9154;3;08.03.2018-13:22:00;1;0;4
9155;0;12.01.2018-11:52:00;1;0;64
9155;2;17.01.2018-16:30:00;1;0;7
9155;3;08.03.2018-13:22:00;1;0;4
9156;0;12.01.2018-11:52:00;1;0;64
9156;2;17.01.2018-16:30:00;1;0;7
9156;3;08.03.2018-13:22:00;1;0;4
9157;0;12.01.2018-11:52:00;1;0;64
9157;2;17.01.2018-16:30:00;1;0;7
9157;3;08.03.2018-13:22:00;1;0;4
9158;0;12.01.2018-11:52:00;1;0;64
9158;2;17.01.2018-16:30:00;1;0;7
9158;3;08.03.2018-13:22:00;1;0;4
9159;0;12.01.2018-11:57:00;1;0;106
9159;1;29.01.2018-15:35:00;1;0;107
9159;2;24.02.2018-07:40:00;1;0;3
9159;3;29.03.2018-15:06:00;1;0;2
9160;0;12.01.2018-11:57:00;1;0;106
9160;1;30.01.2018-13:29:00;1;0;107
9160;3;29.03.2018-15:06:00;1;0;2
9161;0;12.01.2018-11:57:00;1;0;202
9161;1;05.02.2018-16:08:00;1;0;198
9161;2;26.02.2018-12:41:00;1;0;12
9161;3;26.04.2018-11:12:00;1;0;2
9162;0;12.01.2018-12:03:00;1;0;72
9162;15;12.01.2018-15:28:00;1;0;72
9163;0;12.01.2018-12:05:00;1;0;81
9163;1;15.01.2018-06:48:00;1;0;227
9163;2;14.03.2018-16:16:00;1;0;6
9163;3;22.03.2018-13:31:00;1;0;4
9164;0;12.01.2018-12:05:00;1;0;81
9164;1;15.01.2018-06:48:00;1;0;227
9164;2;14.03.2018-16:16:00;1;0;6
9164;3;22.03.2018-13:31:00;1;0;4
9165;0;12.01.2018-12:08:00;1;0;72
9165;1;02.02.2018-12:56:00;1;0;44
9165;2;26.07.2018-10:22:00;1;0;13
9165;3;02.08.2018-16:06:00;1;0;2
9166;0;12.01.2018-12:13:00;1;0;177
9166;15;12.01.2018-13:37:00;1;0;177
9167;0;12.01.2018-12:13:00;1;0;177
9167;1;05.02.2018-13:53:00;1;0;178
9167;2;09.02.2018-15:46:00;1;0;3
9167;9;19.02.2018-17:01:00;1;0;6
9167;3;24.05.2018-13:32:00;1;0;2
9168;0;12.01.2018-12:13:00;1;0;177
9168;1;12.02.2018-14:50:00;1;0;199
9168;2;19.03.2018-14:09:00;1;0;13
9168;9;20.03.2018-16:28:00;1;0;6
9168;3;24.05.2018-13:32:00;1;0;2
9169;0;12.01.2018-12:13:00;1;0;177
9169;1;05.02.2018-13:53:00;1;0;178
9169;2;09.02.2018-15:46:00;1;0;3
9169;9;19.02.2018-17:01:00;1;0;6
9169;3;24.05.2018-13:32:00;1;0;2
9170;0;12.01.2018-12:13:00;1;0;177
9170;1;12.02.2018-14:51:00;1;0;199
9170;2;19.03.2018-14:09:00;1;0;13
9170;9;20.03.2018-16:28:00;1;0;6
9170;3;24.05.2018-13:32:00;1;0;2
9171;0;12.01.2018-12:13:00;1;0;177
9171;1;05.03.2018-14:23:00;1;0;178
9171;2;26.03.2018-16:23:00;1;0;18
9171;9;29.06.2018-12:02:00;1;0;23
9171;3;05.07.2018-14:10:00;1;0;2
9171;7;02.08.2018-16:34:00;1;0;15
9171;2;02.08.2018-16:53:00;1;0;15
9171;3;02.08.2018-16:54:00;1;0;15
9172;0;12.01.2018-12:13:00;1;0;177
9172;1;05.03.2018-14:23:00;1;0;178
9172;2;26.03.2018-16:23:00;1;0;18
9172;9;29.06.2018-12:02:00;1;0;23
9172;3;05.07.2018-14:10:00;1;0;2
9172;7;02.08.2018-16:34:00;1;0;15
9172;2;02.08.2018-16:53:00;1;0;15
9172;3;02.08.2018-16:54:00;1;0;15
9173;0;12.01.2018-12:13:00;1;0;190
9173;2;24.02.2018-07:51:00;1;0;3
9173;9;12.03.2018-16:51:00;1;0;6
9173;3;26.04.2018-11:11:00;1;0;2
9174;0;12.01.2018-12:13:00;1;0;190
9174;2;24.02.2018-07:51:00;1;0;3
9174;9;12.03.2018-16:51:00;1;0;6
9174;3;26.04.2018-11:11:00;1;0;2
9175;0;12.01.2018-12:18:00;1;0;187
9175;21;15.01.2018-15:02:00;1;0;42
9175;2;26.01.2018-17:54:00;1;0;1
9175;3;29.03.2018-15:08:00;1;0;2
9176;0;12.01.2018-12:24:00;1;0;72
9176;1;09.02.2018-14:05:00;1;0;44
9176;2;15.02.2018-15:52:00;1;0;7
9176;3;26.04.2018-11:12:00;1;0;2
9177;0;12.01.2018-12:24:00;1;0;72
9177;1;09.02.2018-14:05:00;1;0;44
9177;2;15.02.2018-15:52:00;1;0;7
9177;3;26.04.2018-11:12:00;1;0;2
9178;0;12.01.2018-12:44:00;1;0;81
9178;1;15.01.2018-07:09:00;1;0;227
9178;2;17.01.2018-13:52:00;1;0;16
9178;3;08.03.2018-13:21:00;1;0;4
9179;0;12.01.2018-12:44:00;1;1;81
9179;14;12.01.2018-12:45:00;1;1;81
9179;1;15.01.2018-07:09:00;1;1;227
9179;2;24.01.2018-11:31:00;1;1;24
9179;3;08.03.2018-13:20:00;1;1;4
9180;0;12.01.2018-12:50:00;1;1;157
9180;17;19.01.2018-13:16:00;1;1;151
9180;1;26.01.2018-11:13:00;1;1;140
9180;2;10.02.2018-09:41:00;1;1;6
9180;3;29.03.2018-15:11:00;1;1;2
9181;0;12.01.2018-12:53:00;1;0;91
9181;1;06.02.2018-12:43:00;1;0;105
9181;2;10.02.2018-07:28:00;1;0;1
9181;3;29.03.2018-15:08:00;1;0;2
9182;0;12.01.2018-12:54:00;1;0;106
9182;1;23.01.2018-11:44:00;1;0;107
9182;2;07.03.2018-16:18:00;1;0;13
9182;3;29.03.2018-15:06:00;1;0;2
9183;0;12.01.2018-12:54:00;1;0;106
9183;1;23.01.2018-11:44:00;1;0;107
9183;2;08.03.2018-18:02:00;1;0;1
9183;3;29.03.2018-15:06:00;1;0;2
9184;28;12.01.2018-00:00:00;1;0;152
9184;0;12.01.2018-12:57:00;1;0;152
9184;1;17.01.2018-11:24:00;1;0;92
9184;2;17.01.2018-17:56:00;1;0;7
9184;3;08.03.2018-13:22:00;1;0;4
9185;0;12.01.2018-12:59:00;1;0;91
9185;1;23.01.2018-11:55:00;1;0;105
9185;3;12.04.2018-14:07:00;1;0;2
9186;0;12.01.2018-12:59:00;1;0;91
9186;1;23.01.2018-11:55:00;1;0;105
9186;3;12.04.2018-14:07:00;1;0;2
9187;0;12.01.2018-12:59:00;1;0;91
9187;1;23.01.2018-11:55:00;1;0;105
9187;3;12.04.2018-14:07:00;1;0;2
9188;0;12.01.2018-13:01:00;1;0;91
9188;1;21.02.2018-14:43:00;1;0;105
9188;2;28.02.2018-17:27:00;1;0;1
9188;3;01.03.2018-14:05:00;1;0;4
9189;0;12.01.2018-13:02:00;1;0;106
9189;1;26.01.2018-13:53:00;1;0;107
9189;8;30.01.2018-08:16:00;1;0;106
9189;2;10.02.2018-10:12:00;1;0;6
9189;7;11.05.2018-16:03:00;1;0;1
9189;9;11.05.2018-17:12:00;1;0;6
9189;3;17.05.2018-14:50:00;1;0;2
9189;3;24.05.2018-13:32:00;1;0;2
9190;0;12.01.2018-13:02:00;1;0;106
9190;1;26.01.2018-13:53:00;1;0;107
9190;2;10.02.2018-10:12:00;1;0;6
9190;9;11.05.2018-17:12:00;1;0;6
9190;3;17.05.2018-14:50:00;1;0;2
9191;0;12.01.2018-13:12:00;1;0;91
9191;17;12.01.2018-14:36:00;1;0;91
9191;1;22.01.2018-16:00:00;1;0;162
9191;2;15.03.2018-14:43:00;1;0;3
